Document,Sentence,Trigger,Multiclass
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"Additionally, if, at any time during a Trigger Period, Mortgage Lender reasonably determines that amounts on deposit in or scheduled to be deposited in the Condo Assessments Account will be insufficient to pay all Assessments in full on the date due, the Borrower will make a True Up Payment with respect to such insufficiency into the Condo Assessments Account.",Unspecified,0
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"Upon the cure of any Trigger Period (and provided no other Trigger Period is then continuing), all Condo Assessments Funds will be disbursed to the Restricted Account.",Unspecified,0
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"The Borrower is required to deposit into an Eligible Account held by Mortgage Lender or Servicer (the “Specified Tenant Space Leasing Reserve Account”) on each Payment Date during the continuation of a Specified Tenant Trigger Period all Excess Cash Flow in accordance with the Mortgage Loan Agreement until such time as the amount reserved in the Specified Tenant Space Leasing Reserve Account as a result of such Specified Tenant Trigger Period equals or exceeds $75 per square foot leased by the applicable Specified Tenant on the Origination Date, at which time such Specified Tenant Trigger Period will terminate.",Tenant Failure,0
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"“Specified Tenant Trigger Period” means a period (i) commencing upon the first to occur of (a) any bankruptcy or similar insolvency of Specified Tenant, (b) any termination or cancellation of any Specified Tenant Lease (including, without limitation, rejection in any bankruptcy or similar insolvency proceeding) and/or any Specified Tenant Lease failing to otherwise be in full force and effect, (c) any Specified Tenant being in monetary default under the applicable Specified Tenant Lease for more than sixty (60) days, (d) any Specified Tenant giving notice that it is terminating its Lease for all or any portion of its Specified Tenant Space, or (e) any Specified Tenant failing to provide notice to the Borrower of the extension or renewal of the applicable Specified Tenant Lease on or prior to the applicable renewal notice period provided to the applicable Specified Tenant under such Specified Tenant Lease in accordance with the applicable terms and conditions thereof and of the Mortgage Loan Agreement; and (ii) terminating upon the first to occur of Mortgage Lender’s receipt of evidence reasonably acceptable to Mortgage Lender (which such evidence will include, without limitation, a duly executed estoppel certificate from the applicable Specified Tenant in form and substance acceptable to Mortgage Lender) of (a) the satisfaction of the Specified Tenant Cure Conditions, (b) the Borrower leasing a sufficient amount of the applicable Specified Tenant Space in accordance with the applicable terms and conditions hereof (with any unfunded landlord obligations, free rent, and/or gap rent under the related lease(s) being fully reserved with Mortgage Lender under the Mortgage Loan Agreement) such that the pro forma Debt Yield taking into account such new lease(s) is equal to or greater than (A) six percent (6.0%) during the initial term of the Whole Loan or the first, second, or third Extension Periods, or (B) six and one-half percent (6.50%) during the fourth or fifth Extension Periods, or (c) the amount reserved in the Specified Tenant Space Leasing Reserve Account as a result of such Specified Tenant Trigger Period equals or exceeds $75 per square foot of the Specified Tenant Space (or, with respect to a Specified Tenant Trigger Period due to the events described in subclause (i)(d), the portion of the Specified Tenant Space to be terminated) (the “Specified Tenant Trigger Cap”); provided, however, that the Borrower may elect to satisfy the condition set forth in this subclause (ii)(c) by posting a Letter of Credit in an amount equal to the Specified Tenant Trigger Cap less the then current balance in the Specified Tenant Space Leasing Reserve Account as a result of such Specified Tenant Trigger Period.",Tenant Failure,0
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"“Specified Tenant Cure Conditions” means each of the following, as applicable, (i) in the event the Specified Tenant Trigger Period is due to the events described in clause (i)(a) of the definition of“Specified Tenant Trigger Period,” the applicable Specified Tenant is no longer insolvent or subject to any bankruptcy or insolvency proceedings and has affirmed the applicable Specified Tenant Lease pursuant to final, non-appealable order of a court of competent jurisdiction, (ii) in the event the Specified Tenant Trigger Period is due to the events described in clause (i)(c) of the definition of “Specified Tenant Trigger Period,” Mortgage Lender’s receipt of evidence satisfactory to it that the default under the applicable Specified Tenant Lease has been cured, (iii) in the event the Specified Tenant Trigger Period is due to the events described in clause (i)(d) of the definition of “Specified Tenant Trigger Period,” the applicable Specified Tenant has revoked or rescinded all termination or cancellation notices with respect to the applicable Specified Tenant Lease and has re-affirmed the applicable Specified Tenant Lease as being in full force and effect (which re-affirmation may be part of the applicable Specified Tenant’s revocation or rescission described above or in the form of an estoppel certificate from such Specified Tenant), or (iv) in the event the Specified Tenant Trigger Period is due to the events described in clause (i)(e) of the definition of “Specified Tenant Trigger Period,” receipt of evidence satisfactory to Mortgage Lender that the applicable Specified Tenant has renewed or extended the applicable Specified Tenant Lease in accordance with the terms hereof and thereof.",Tenant Failure,0
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,The Whole Loan is structured with a hard lockbox and springing cash management during a Trigger Period (as defined herein).,Unspecified,0
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"If no Trigger Period exists, the funds in the clearing account will be swept on each business day into Borrower’s operating account and, if a Trigger Period exists, such funds will be swept on each business day into a deposit account controlled by the Lender.",Unspecified,0
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"During a Trigger Period, all excess cash after payment of the monthly debt service on the Whole Loan, all required reserves and budgeted operating expenses, and certain other items in the waterfall described in the Whole Loan documents will be reserved as additional collateral for the Whole Loan.",Unspecified,0
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"A “Trigger Period” will be continuing (i) during an uncured event of default under the Whole Loan documents, (ii) during an uncured event of default under the Mezzanine Loan documents, (iii) during the continuance of a Low Cash Flow Period or (iv) during the continuance of a Specified Tenant Trigger Period.",Loan Default,1
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"A “Trigger Period” will be continuing (i) during an uncured event of default under the Whole Loan documents, (ii) during an uncured event of default under the Mezzanine Loan documents, (iii) during the continuance of a Low Cash Flow Period or (iv) during the continuance of a Specified Tenant Trigger Period.",Mezzanine Default,1
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"A “Trigger Period” will be continuing (i) during an uncured event of default under the Whole Loan documents, (ii) during an uncured event of default under the Mezzanine Loan documents, (iii) during the continuance of a Low Cash Flow Period or (iv) during the continuance of a Specified Tenant Trigger Period.",Debt Yield Fall,1
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"A “Trigger Period” will be continuing (i) during an uncured event of default under the Whole Loan documents, (ii) during an uncured event of default under the Mezzanine Loan documents, (iii) during the continuance of a Low Cash Flow Period or (iv) during the continuance of a Specified Tenant Trigger Period.",Tenant Failure,1
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"“Low Cash Flow Period” means a period: (a) commencing upon the Debt Yield (tested quarterly) falling below (A) six percent (6.0%) during the initial term of the Whole Loan or the first, second or third Extension Period or (B) six and one-half percent (6.50%) during the fourth or fifth Extension Period, in each case for any two (2) consecutive fiscal quarters; and (b) expiring upon the date that the Debt Yield (tested quarterly) is equal to or greater than (A) six percent (6.00%) during the initial term of the Whole Loan or the first, second or third Extension Period or (B) six and one-half percent (6.50%) during the fourth or fifth Extension Period, in each case for any two (2) consecutive fiscal quarters.",Debt Yield Fall,0
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,“Mezzanine Trigger Period” means (a) the period commencing on the date that the Mortgage Lender has received written notice from Senior Mezzanine Lender that a Senior Mezzanine Loan Event of Default exists and terminating on the date that the Mortgage Lender has received written notice from Senior Mezzanine Lender that a Senior Mezzanine Loan Event of Default no longer exists and/or (b) the period commencing on the date that the Mortgage Lender has received written notice from Junior Mezzanine Lender that a Junior Mezzanine Loan Event of Default exists and terminating on the date that the Mortgage Lender has received written notice from Junior Mezzanine Lender that a Junior Mezzanine Loan Event of Default no longer exists.,Mezzanine Default,0
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"“Trigger Period” means (a) a Default Trigger Period, (b) a Mezzanine Trigger Period, (c) a Low Cash Flow Period, or (d) a Specified Tenant Trigger Period.",Loan Default,1
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"“Trigger Period” means (a) a Default Trigger Period, (b) a Mezzanine Trigger Period, (c) a Low Cash Flow Period, or (d) a Specified Tenant Trigger Period.",Mezzanine Default,1
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"“Trigger Period” means (a) a Default Trigger Period, (b) a Mezzanine Trigger Period, (c) a Low Cash Flow Period, or (d) a Specified Tenant Trigger Period.",Debt Yield Fall,1
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"“Trigger Period” means (a) a Default Trigger Period, (b) a Mezzanine Trigger Period, (c) a Low Cash Flow Period, or (d) a Specified Tenant Trigger Period.",Tenant Failure,1
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"Notwithstanding the foregoing, a Trigger Period will not be deemed to expire in the event that a Trigger Period then exists for any other reason.",Unspecified,0
20190131_02IFCW_Prospectus_SD000000002578232050.pdf,"""Default Trigger Period” means a period (A) commencing upon the occurrence and continuance of a Mortgage Loan Event of Default and (B) expiring upon the cure (if applicable) or waiver by the Mortgage Lender in writing of such Mortgage Loan Event of Default; provided, however, such period will not commence unless and until notice of commencement of such period is delivered to the Borrower by the Mortgage Lender.",Loan Default,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"During a Trigger Period, the money is required to be swept into the cash management account selected by Mortgage Lender (or a successor eligible institution), which will be an eligible account; however, so long as no Trigger Period is continuing, funds will be swept from the clearing account to Borrower’s operating account, and the Borrower will thereafter have access to such funds.",Unspecified,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"During the continuance of a Trigger Period, funds in the cash management account will be disbursed in accordance with the Mortgage Loan Agreement and the Cash Management Agreement (as defined in this Offering Circular), as described in “Description of the Mortgage Loan—Cash Management”.",Unspecified,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"During the continuance of any Trigger Period, on each Payment Date, except during the continuance of a Mortgage Loan Event of Default, all funds on deposit in the Cash Management Account will be applied in the following order of priority: (i) to fund the monthly deposit into the ground rent account including any applicable true up payments as described in “Description of the Mortgage Loan—Cash Management”; (ii) to fund the monthly deposit into the tax account including any applicable true up payments as described in “Description of the Mortgage Loan—Tax and Insurance Funds”; (iii) to fund the monthly deposit into the condo assessments account and any applicable true up payments as described in “Description of the Mortgage Loan—Condo Assessment Funds”; (iv) to fund the monthly deposit into the insurance account and any applicable true up payment as described in “Description of the Mortgage Loan—Tax and Insurance Funds”; (v) to pay the monthly debt service payment with respect to the Mortgage Loan; (vi) to pay any other amounts due and owing to the Mortgage Lender and/or Servicer then due and payable under the Mortgage Loan Agreement and/or other Mortgage Loan Documents; (vii) to fund the monthly deposit into the operating expense account as described in “Description of the Mortgage Loan—Operating Expense Fund”; (viii) to fund the monthly deposit into the leasing reserve account as described in “Description of the Mortgage Loan—Leasing Reserve Funds”; (ix) to fund the monthly deposit into the capital expenditures account as described in as described in “Description of the Mortgage Loan—Capital Expenditure Reserve Funds”; (x) to pay the monthly debt service and certain other sums then due and required to be paid to the Senior Mezzanine Lender with respect to the Senior Mezzanine Loan pursuant to the Senior Mezzanine Loan Agreement; (xi) so long as no Senior Mezzanine Loan Event of Default exists, to pay the monthly debt service and certain other sums then due and required to be paid to the Junior Mezzanine Lender with respect to the Junior Mezzanine Loan pursuant to the Junior Mezzanine Loan Agreement; (xii) to fund an additional monthly deposit into the operating expense account in an aggregate amount equal to 5% of the monthly operating expense deposit amount discussed in clause (vii) above; (xiii) during the continuation of a Specified Tenant Trigger Period (as defined in this Offering Circular), to fund the specified tenant space leasing reserve account with all amounts remaining in the cash management account after deposits for all of the above items until the amount deposited as a result of the specified tenant trigger period equals or exceeds the specified tenant trigger cap as described in “Description of the Mortgage Loan—Specified Tenant Space Leasing Reserve Funds”; and (xiv) all remaining amounts will be deposited in the excess cash flow account as described in “Description of the Mortgage Loan—Excess Cash Flow Fund”.",Loan Default,1
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"During the continuance of any Trigger Period, on each Payment Date, except during the continuance of a Mortgage Loan Event of Default, all funds on deposit in the Cash Management Account will be applied in the following order of priority: (i) to fund the monthly deposit into the ground rent account including any applicable true up payments as described in “Description of the Mortgage Loan—Cash Management”; (ii) to fund the monthly deposit into the tax account including any applicable true up payments as described in “Description of the Mortgage Loan—Tax and Insurance Funds”; (iii) to fund the monthly deposit into the condo assessments account and any applicable true up payments as described in “Description of the Mortgage Loan—Condo Assessment Funds”; (iv) to fund the monthly deposit into the insurance account and any applicable true up payment as described in “Description of the Mortgage Loan—Tax and Insurance Funds”; (v) to pay the monthly debt service payment with respect to the Mortgage Loan; (vi) to pay any other amounts due and owing to the Mortgage Lender and/or Servicer then due and payable under the Mortgage Loan Agreement and/or other Mortgage Loan Documents; (vii) to fund the monthly deposit into the operating expense account as described in “Description of the Mortgage Loan—Operating Expense Fund”; (viii) to fund the monthly deposit into the leasing reserve account as described in “Description of the Mortgage Loan—Leasing Reserve Funds”; (ix) to fund the monthly deposit into the capital expenditures account as described in as described in “Description of the Mortgage Loan—Capital Expenditure Reserve Funds”; (x) to pay the monthly debt service and certain other sums then due and required to be paid to the Senior Mezzanine Lender with respect to the Senior Mezzanine Loan pursuant to the Senior Mezzanine Loan Agreement; (xi) so long as no Senior Mezzanine Loan Event of Default exists, to pay the monthly debt service and certain other sums then due and required to be paid to the Junior Mezzanine Lender with respect to the Junior Mezzanine Loan pursuant to the Junior Mezzanine Loan Agreement; (xii) to fund an additional monthly deposit into the operating expense account in an aggregate amount equal to 5% of the monthly operating expense deposit amount discussed in clause (vii) above; (xiii) during the continuation of a Specified Tenant Trigger Period (as defined in this Offering Circular), to fund the specified tenant space leasing reserve account with all amounts remaining in the cash management account after deposits for all of the above items until the amount deposited as a result of the specified tenant trigger period equals or exceeds the specified tenant trigger cap as described in “Description of the Mortgage Loan—Specified Tenant Space Leasing Reserve Funds”; and (xiv) all remaining amounts will be deposited in the excess cash flow account as described in “Description of the Mortgage Loan—Excess Cash Flow Fund”.",Tenant Failure,1
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"Any funds remaining in the reserve accounts established for taxes, insurance, ground rent, condominium assessments, capital expenditures, lease rollovers and cash collateral are required to be returned to the Borrower when any Trigger Period ends other than, with respect to the reserve account for lease rollovers, the initial rollover deposit and any amounts necessary to satisfy outstanding tenant improvement and leasing commissions under then-existing leases.",Unspecified,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"A “Trigger Period” will commence upon the occurrence or commencement of (i) a Mortgage Loan Event of Default, (ii) a Senior Mezzanine Loan Event of Default, (iii) a Junior Mezzanine Loan Event of Default, (iv) a Low Cash Flow Period or (v) a Specified Tenant Trigger Period.",Loan Default,1
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"A “Trigger Period” will commence upon the occurrence or commencement of (i) a Mortgage Loan Event of Default, (ii) a Senior Mezzanine Loan Event of Default, (iii) a Junior Mezzanine Loan Event of Default, (iv) a Low Cash Flow Period or (v) a Specified Tenant Trigger Period.",Mezzanine Default,1
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"A “Trigger Period” will commence upon the occurrence or commencement of (i) a Mortgage Loan Event of Default, (ii) a Senior Mezzanine Loan Event of Default, (iii) a Junior Mezzanine Loan Event of Default, (iv) a Low Cash Flow Period or (v) a Specified Tenant Trigger Period.",Debt Yield Fall,1
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"A “Trigger Period” will commence upon the occurrence or commencement of (i) a Mortgage Loan Event of Default, (ii) a Senior Mezzanine Loan Event of Default, (iii) a Junior Mezzanine Loan Event of Default, (iv) a Low Cash Flow Period or (v) a Specified Tenant Trigger Period.",Tenant Failure,1
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"The Trigger Period will end (a) with a respect to a Trigger Period under clauses (i), (ii) or (iii), when the applicable Mortgage Loan Event of Default has been cured or waived and no other Mortgage Loan Event of Default is continuing, (b) with respect to a Trigger Period under clause (iv), when the Low Debt Yield Trigger Period has ended and (c) with respect to a Trigger Period under clause (v), upon satisfaction of one of the conditions described under “Description of the Mortgage Loan—Specified Tenant Space Leasing Reserve Funds”.",Loan Default,1
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"The Trigger Period will end (a) with a respect to a Trigger Period under clauses (i), (ii) or (iii), when the applicable Mortgage Loan Event of Default has been cured or waived and no other Mortgage Loan Event of Default is continuing, (b) with respect to a Trigger Period under clause (iv), when the Low Debt Yield Trigger Period has ended and (c) with respect to a Trigger Period under clause (v), upon satisfaction of one of the conditions described under “Description of the Mortgage Loan—Specified Tenant Space Leasing Reserve Funds”.",Debt Yield Fall,1
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,A “Low Cash Flow Period” has the meaning described in “Description of the Mortgage Loan—Principal and Interest—Extension Option”.,Debt Yield Fall,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,A “Specified Tenant Trigger Period” has the meaning described in “Description of the Mortgage Loan—Specified Tenant Space Leasing Reserve Funds”.,Tenant Failure,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"Under the terms of the Mortgage Loan Documents, the Borrower is required to maintain (or is required to maintain upon the occurrence of certain events), the following reserve accounts (collectively, the “Reserve Accounts”) with the deposit bank: an account for the purpose of reserving capital expenditures funds; an account for the purpose of reserving tax funds; an account for the purpose of reserving insurance funds; an account for the purpose of reserving ground rent funds; an account for the purpose of reserving condo assessment funds; an account for the purpose of reserving excess cash flow funds; an account for the purpose of reserving operating expense funds; an account for the purpose of reserving leasing reserve funds; an account for the purpose of reserving specified tenant space leasing reserve funds; an account for the purpose of reserving low cash flow period threshold collateral funds; and any other escrow account established by the Mortgage Loan or the other Mortgage Loan Documents (but specifically excluding the Cash Management Account, the Restricted Account, the Debt Service Account and the Mezzanine Debt Service Account, each, as defined in this Offering Circular).",Debt Yield Fall,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"Funds on deposit in the Restricted Account may be transferred on each Business Day to or at the direction of Borrower unless a Trigger Period exists, in which case such funds will be transferred on each Business Day to the Cash Management Account.",Unspecified,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"Upon the first occurrence of a Trigger Period, the Mortgage Lender, on Borrower’s behalf, will establish (i) an Eligible Account (the “Cash Management Account”) with the Mortgage Lender or Servicer, as applicable, in the name of Borrower for the sole and exclusive benefit of the Mortgage Lender, (ii) an Eligible Account into which the amounts required for the payment of Debt Service under the Whole Loan will be deposited (the “Debt Service Account”), (iii) an Eligible Account into which the amounts required for the payment of Senior Mezzanine Debt Service under the Senior Mezzanine Loan will be deposited (the “Senior Mezzanine Debt Service Account”), and (iv) an Eligible Account into which the amounts required for the payment of Junior Mezzanine Debt Service under the Junior Mezzanine Loan will be deposited (the “Junior Mezzanine Debt Service Account”).",Unspecified,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"On each Payment Date during a Trigger Period, the Mortgage Lender or Servicer, as applicable, will allocate all funds without duplication, if any, on deposit in the Cash Management Account and disburse such funds in the following amounts and order of priority (so long as no Mortgage Loan Event of Default then exists): First, funds sufficient to pay the Monthly Ground Rent Deposit due for the then applicable Payment Date (if any) and any True Up Payments required to be made in the Ground Rent Account (if any) is required to be deposited in the Ground Rent Account; Second, funds sufficient to pay the Monthly Tax Deposit due for the then applicable Payment Date (if any) and any True Up Payments required to be made in the Tax Account (if any) is required to be deposited in the Tax Account; Third, funds sufficient to pay the Monthly Condo Assessments Deposit due for the then applicable Payment Date (if any) and any True Up Payments required to be made in the Condo Assessments Account (if any) is required to be deposited in the Condo Assessments Account; Fourth, funds sufficient to pay the Monthly Insurance Deposit due for the then applicable Payment Date (if any) and any True Up Payments required to be made in the Insurance Account (if any) is required to be deposited in the Insurance Account; Fifth, funds sufficient to pay the Debt Service due on the then applicable Payment Date is required to be deposited in the Debt Service Account; Sixth, funds sufficient to pay any other amounts due and owing to the Mortgage Lender and/or Servicer pursuant to the terms of the Mortgage Loan Agreement and/or of the other Mortgage Loan Documents, if any, is required to be deposited with or as directed by the Mortgage Lender; Seventh, funds sufficient to pay the Op Ex Monthly Deposit for the then-current Payment Date (if any) is required to be deposited in the Operating Expense Account; Eighth, funds sufficient to pay the Monthly Leasing Reserve Deposit for the then applicable Payment Date is required to be deposited in the Leasing Reserve Account; Ninth, funds sufficient to pay the Monthly Capital Expenditures Deposit for the then applicable Payment Date is required to be deposited in the Capital Expenditures Reserve Account; Tenth, funds sufficient to pay the Senior Mezzanine Debt Service due on the applicable Payment Date as well as other sums then due and required to be paid to Senior Mezzanine Lender pursuant to Article 2 of the Senior Mezzanine Loan Agreement (other than the payment of any outstanding principal balance of the Senior Mezzanine Loan on the Maturity Date (as defined in the Senior Mezzanine Loan), whether such Maturity Date (as defined in the Senior Mezzanine Loan) is the scheduled Maturity Date (as defined in the Senior Mezzanine Loan) or an earlier date due to an acceleration of the Senior Mezzanine Loan) is required to be deposited in the Senior Mezzanine Debt Service Account; Eleventh, so long as there exists no Senior Mezzanine Loan Event of Default, funds sufficient to pay the Junior Mezzanine Debt Service due on the applicable Payment Date as well as other sums then due and required to be paid to Junior Mezzanine Lender pursuant to Article 2 of the Junior Mezzanine Loan Agreement (other than the payment of any outstanding principal balance of the Junior Mezzanine Loan on the Maturity Date (as defined in the Junior Mezzanine Loan), whether such Maturity Date (as defined in the Junior Mezzanine Loan) is the scheduled Maturity Date (as defined in the Junior Mezzanine Loan) or an earlier date due to an acceleration of the Junior Mezzanine Loan) is required to be deposited in the Junior Mezzanine Debt Service Account; Twelfth, aggregate funds in an amount equal to five percent (5%) of the Op Ex Monthly Deposit for the then-current Payment Date (if any) is required to be deposited in the Operating Expense Account; Thirteenth, during the continuation of a Specified Tenant Trigger Period all amounts remaining in the Cash Management Account after deposits for all of the above items (the “Excess Cash Flow”) is required to be deposited in the Specified Tenant Space Leasing Reserve Account until such time as the amount deposited as a result of such Specified Tenant Trigger Period equals or exceeds the Specified Tenant Trigger Cap; and Fourteenth, all remaining Excess Cash Flow is required to be deposited in the Excess Cash Flow Account.",Tenant Failure,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"Mortgage Lender agrees that if an Event of Default has occurred and is continuing but a Priority Payment Cessation Period has not occurred, Mortgage Lender will apply amounts on deposit in the Cash Management Account to payment of the Priority Waterfall Payments (provided that payments of Priority Waterfall Payments under clause Seventh above will only be made to the extent that funds remain available after payments of amounts due under clauses First through Sixth above) and any amounts remaining in the Cash Management Account after payment of such Priority Waterfall Payments, may be applied by Mortgage Lender in such order and priority as Mortgage Lender determines. ",Loan Default,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"During the continuance of an Event of Default, if a Priority Payment Cessation Period exists Mortgage Lender may apply all amounts in the Cash Management Account in such order and priority as Mortgage Lender shall determine.",Loan Default,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"Any Trigger Period that has commenced solely as a result of a Low Cash Flow Period will terminate upon the date that the Debt Yield (tested quarterly) is equal to or greater than the applicable Debt Yield set forth in clause (b) of the definition of “Low Cash Flow Period,” for two (2) consecutive fiscal quarters, provided that no other Trigger Period then exists for any other reason.",Debt Yield Fall,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"In addition, in the event of the occurrence and continuance of a Trigger Period solely as a result of the occurrence and continuance of a Low Cash Flow Period, Borrower will be deemed to have cured such Low Cash Flow Period if Borrower has (i) prepaid the Whole Loan and the Mezzanine Loans in accordance with the terms of the Mortgage Loan Agreement and each Mezzanine Loan Agreement (including, in each case, payment of any applicable Prepayment Premium), (ii) delivered to Mortgage Lender cash (the “Low Cash Flow Period Threshold Collateral”), or (iii) delivered to Mortgage Lender a Letter of Credit (the “Low Cash Flow Period Threshold Letter of Credit”), in each case in an amount which, when or if applied to the Outstanding Principal Balance, would be sufficient such that the applicable Debt Yield test in clause (b) sufficient such that the Debt Yield tests in clause (b) is satisfied (and such cure will be immediate and will not require Borrower to wait until the end of two (2) consecutive fiscal quarters before the termination of the applicable Low Cash Flow Period).",Debt Yield Fall,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,Any Low Cash Flow Period Threshold Collateral will be transferred by Mortgage Lender into an Account (the “Low Cash Flow Period Threshold Collateral Account”) to be held by Mortgage Lender as cash collateral for the Debt.,Debt Yield Fall,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"If the requirements of Low Cash Flow Period Threshold Collateral or Low Cash Flow Period Threshold Letter of Credit are satisfied by Borrower, Borrower will not be subject to a Trigger Period as a result of a Low Cash Flow Period until such time as the Low Cash Flow Period Threshold Collateral if applied to the Outstanding Principal Balance or Low Cash Flow Period Threshold Letter of Credit if drawn upon and applied to the Outstanding Principal Balance, as applicable, would not be sufficient to prevent the occurrence of a Low Cash Flow Period.",Debt Yield Fall,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"Following the termination of the Trigger Period (determined without consideration of the Low Cash Flow Period Threshold Collateral or Low Cash Flow Period Threshold Letter of Credit, as applicable) and provided no other Trigger Period resulting from a separate event has occurred which has not been cured Mortgage Lender will, at Borrower’s request, return to Borrower the Low Cash Flow Period Threshold Collateral or Low Cash Flow Period Threshold Letter of Credit, as applicable (to the extent not previously disbursed or applied by Mortgage Lender in accordance with this Agreement and the other Mortgage Loan Documents).",Debt Yield Fall,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"“Priority Payment Cessation Period” means the period of time after (i) the acceleration of the Whole Loan during the continuance of a Mortgage Loan Event of Default, (ii) the initiation of (a) judicial or nonjudicial foreclosure proceedings, (b) proceedings for the appointment of a receiver, or (c) similar remedies permitted by the Mortgage Loan Agreement or the other Mortgage Loan Documents relating to all or a material portion of the Property, and/or (iii) the imposition of a stay, an injunction, or a similar judiciallyimposed device that has the effect of preventing Mortgage Lender from exercising its remedies under the Mortgage Loan Agreement or the other Mortgage Loan Documents.",Loan Default,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"The Borrower is required to deposit into an Eligible Account held by Mortgage Lender or Servicer (the “Leasing Reserve Account”) (i) on the Origination Date, an amount equal to $4,601,434 for Approved Leasing Costs identified in Schedule XI attached to the Mortgage Loan Agreement (the “Closing Date Approved Leasing Costs”), (ii) on each Payment Date during a Trigger Period, an amount equal to $1.25 per rentable square foot per annum at the Property (which, as of the Origination Date, is $76,915 per month) (the “Monthly Leasing Reserve Deposit”), and (iii) any amounts required to be deposited in the Leasing Reserve Account pursuant to the Mortgage Loan Agreement.",Unspecified,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"Mortgage Lender will disburse to the Borrower the Leasing Reserve Funds upon satisfaction by the Borrower of each of the following conditions: (i) the Borrower will submit a request for payment to Mortgage Lender at least 10 Business Days prior to the date on which the Borrower requests such payment be made and specifies the Approved Leasing Costs to be paid; (ii) on the date such request is received by Mortgage Lender and on the date such payment is to be made, no Mortgage Loan Event of Default will exist and remain uncured; and (iii) Mortgage Lender will have received a certificate from the Borrower stating either that such tenant improvement payment is required to be paid to the tenant under its Lease or, otherwise, (A) stating that the items to be funded by the requested disbursement are Approved Leasing Costs, (B) stating to the Borrower’s knowledge, that all tenant improvements at the Property to be funded by the requested disbursement have been completed (or completed to the extent of the requested disbursement) in good and workmanlike manner and in accordance with all applicable federal, state and local laws, rules and regulations, and (C) stating that each Person that supplied materials or labor in connection with the tenant improvements to be funded by the requested disbursement has been paid in full for work completed through such date or will be paid in full upon such disbursement (or if progress payments are being made, that such Person has been or will be paid all amounts owed to them based on the work such Person has completed); (iv) at Mortgage Lender’s option, if the amount of any individual disbursement of Leasing Reserve Funds exceeds $250,000, a title search for the Property indicating that the Property is free from all liens, claims and other encumbrances not previously approved by Mortgage Lender; and (v) Mortgage Lender will have received such other evidence as Mortgage Lender will reasonably request that the Approved Leasing Costs to be funded by the requested disbursement have been completed (to the extent applicable), are due and payable and are paid for or will be paid upon such disbursement to the Borrower.",Loan Default,0
20190131_02IFDN_Prospectus_SD000000002578234912.pdf,"Upon the cure of any Trigger Period (and provided no other Trigger Period is then continuing), all Leasing Reserve Funds (other than Leasing Reserve Funds for Closing Date Approved Leasing Costs) will be disbursed to the Restricted Account.",Unspecified,0
